,Serial_Number,Roll_Num,Uni_ID,Student Name,AML3201,CSL2301,CSL3307,CSL4207,CSL4208,CSL4305,CSL4318,CSL4336,CSL5210,CSP2301,ECL3311,GEW1601,GEW1603,GEW1604,GEW1605,GEW1607,GEW1608,GEW1609,GEW1610,GEW1611,GEW1613,HUL2401,HUL3301,AMP1201,CSP1307,CSP2210,ECP1311,total
223,,10123634,20012224,AAA AAA224,61.173,82.14,0.0,84.21,80.65,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,86.67,0.0,81.36,0.0,82.58
224, 225,10123635,20012225,AAA AAA225,61.174,85.71,0.0,85.96,77.42,0.0,0.0,0.0,80.0,80.0,0.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,86.67,0.0,84.75,0.0,83.26
225, 226,10123636,20012226,AAA AAA226,61.175,78.57,0.0,75.44,75.81,0.0,0.0,0.0,73.33,72.73,0.0,0.0,0.0,0.0,0,0,0.0,75.0,0.0,0.0,0,0,0,86.67,0.0,76.27,0.0,76.24
226, 227,10123637,20012227,AAA AAA227,61.176,85.71,0.0,80.7,82.26,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,77.97,0.0,80.77
227, 228,10123638,20012228,AAA AAA228,61.177,78.57,0.0,80.7,77.42,0.0,0.0,0.0,73.33,72.73,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,74.58,0.0,76.47
228, 229,10123639,20012229,AAA AAA229,61.178000000000004,82.14,0.0,85.96,79.03,0.0,0.0,0.0,93.33,83.64,0.0,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,93.33,0.0,81.36,0.0,83.71
229, 230,10123640,20012230,AAA AAA230,61.178999999999995,78.57,0.0,92.98,87.1,0.0,0.0,0.0,100.0,83.64,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,93.33,0.0,77.97,0.0,85.97
230, 231,10123641,20012231,AAA AAA231,61.18,82.14,0.0,78.95,79.03,0.0,0.0,0.0,86.67,83.64,0.0,0.0,75.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,86.67,0.0,77.97,0.0,80.09
231, 232,10123642,20012232,AAA AAA232,61.181000000000004,71.43,0.0,78.95,75.81,0.0,0.0,0.0,73.33,76.36,0.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,67.8,0.0,73.3
232, 233,10123643,20012233,AAA AAA233,61.181999999999995,85.71,0.0,82.46,83.87,0.0,0.0,0.0,93.33,83.64,0.0,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,93.33,0.0,77.97,0.0,83.94
233, 234,10123644,20012234,AAA AAA234,61.183,82.14,0.0,84.21,77.42,0.0,0.0,0.0,86.67,80.0,0.0,0.0,0.0,0.0,0,0,0.0,75.0,0.0,0.0,0,0,0,80.0,0.0,76.27,0.0,79.19
234, 235,10123645,20012235,AAA AAA235,61.184,89.29,0.0,89.47,88.52,0.0,0.0,0.0,84.62,80.65,0.0,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,83.05,0.0,84.68
235, 236,10123646,20012236,AAA AAA236,61.185,82.14,0.0,80.7,78.69,0.0,0.0,0.0,84.62,77.42,0.0,0.0,0.0,0.0,0,0,0.0,100.0,0.0,0.0,0,0,0,80.0,0.0,77.97,0.0,79.73
236, 237,10123647,20012237,AAA AAA237,61.18600000000001,82.14,0.0,91.23,86.89,0.0,0.0,0.0,84.62,83.87,0.0,0.0,0.0,0.0,0,100,0.0,0.0,0.0,0.0,0,0,0,76.67,0.0,86.44,0.0,85.14
237, 238,10123648,20012238,AAA AAA238,61.187,85.71,0.0,89.47,80.33,0.0,0.0,0.0,84.62,87.1,0.0,0.0,0.0,50.0,0,0,0.0,0.0,0.0,0.0,0,0,0,83.33,0.0,89.83,0.0,84.68
238, 239,10123649,20012239,AAA AAA239,61.188,75.76,0.0,83.33,78.95,0.0,80.0,76.74,0.0,78.57,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,78.89
